file_committee_abbrev,committee_name,committee_code,subcommittee_name,subcommittee_code,member_first,member_last,state,party,position,majority_party,source_file,full_name,committee_name_hierarchy,subcommittee_name_hierarchy,level
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,Ted,Cruz,TX,R,Member,R,committee_memberships_SSFR.xml,Ted Cruz,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,Steve,Daines,MT,R,Member,R,committee_memberships_SSFR.xml,Steve Daines,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,Tim,Kaine,VA,D,Member,R,committee_memberships_SSFR.xml,Tim Kaine,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,Mike,Lee,UT,R,Member,R,committee_memberships_SSFR.xml,Mike Lee,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,David,McCormick,PA,R,Chairman,R,committee_memberships_SSFR.xml,David McCormick,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,Christopher,Murphy,CT,D,Member,R,committee_memberships_SSFR.xml,Christopher Murphy,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,James  E.,Risch,ID,R,Ex Officio,R,committee_memberships_SSFR.xml,James  E. Risch,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,Jacky,Rosen,NV,D,Ranking,R,committee_memberships_SSFR.xml,Jacky Rosen,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,Rick,Scott,FL,R,Member,R,committee_memberships_SSFR.xml,Rick Scott,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,Jeanne,Shaheen,NH,D,Ex Officio,R,committee_memberships_SSFR.xml,Jeanne Shaheen,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,John,Barrasso,WY,R,Member,R,committee_memberships_SSFR.xml,John Barrasso,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,Christopher A.,Coons,DE,D,Member,R,committee_memberships_SSFR.xml,Christopher A. Coons,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,Tammy,Duckworth,IL,D,Member,R,committee_memberships_SSFR.xml,Tammy Duckworth,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,Bill,Hagerty,TN,R,Chairman,R,committee_memberships_SSFR.xml,Bill Hagerty,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,Tim,Kaine,VA,D,Member,R,committee_memberships_SSFR.xml,Tim Kaine,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,Rand,Paul,KY,R,Member,R,committee_memberships_SSFR.xml,Rand Paul,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,Pete,Ricketts,NE,R,Member,R,committee_memberships_SSFR.xml,Pete Ricketts,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,James  E.,Risch,ID,R,Ex Officio,R,committee_memberships_SSFR.xml,James  E. Risch,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,Rick,Scott,FL,R,Member,R,committee_memberships_SSFR.xml,Rick Scott,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,Jeanne,Shaheen,NH,D,Ex Officio,R,committee_memberships_SSFR.xml,Jeanne Shaheen,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,Chris,Van Hollen,MD,D,Ranking,R,committee_memberships_SSFR.xml,Chris Van Hollen,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,John,Cornyn,TX,R,Member,R,committee_memberships_SSFR.xml,John Cornyn,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,Ted,Cruz,TX,R,Member,R,committee_memberships_SSFR.xml,Ted Cruz,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,John  R.,Curtis,UT,R,Chairman,R,committee_memberships_SSFR.xml,John  R. Curtis,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,Bill,Hagerty,TN,R,Member,R,committee_memberships_SSFR.xml,Bill Hagerty,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,Tim,Kaine,VA,D,Ranking,R,committee_memberships_SSFR.xml,Tim Kaine,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,Jeff,Merkley,OR,D,Member,R,committee_memberships_SSFR.xml,Jeff Merkley,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,Christopher,Murphy,CT,D,Member,R,committee_memberships_SSFR.xml,Christopher Murphy,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,James  E.,Risch,ID,R,Ex Officio,R,committee_memberships_SSFR.xml,James  E. Risch,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,Jacky,Rosen,NV,D,Member,R,committee_memberships_SSFR.xml,Jacky Rosen,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,Rick,Scott,FL,R,Member,R,committee_memberships_SSFR.xml,Rick Scott,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,Jeanne,Shaheen,NH,D,Ex Officio,R,committee_memberships_SSFR.xml,Jeanne Shaheen,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",Subcommittee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,John,Barrasso,WY,R,Member,R,committee_memberships_SSFR.xml,John Barrasso,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Cory A.,Booker,NJ,D,Member,R,committee_memberships_SSFR.xml,Cory A. Booker,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Christopher A.,Coons,DE,D,Member,R,committee_memberships_SSFR.xml,Christopher A. Coons,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,John,Cornyn,TX,R,Member,R,committee_memberships_SSFR.xml,John Cornyn,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Ted,Cruz,TX,R,Member,R,committee_memberships_SSFR.xml,Ted Cruz,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,John  R.,Curtis,UT,R,Member,R,committee_memberships_SSFR.xml,John  R. Curtis,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Steve,Daines,MT,R,Member,R,committee_memberships_SSFR.xml,Steve Daines,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Tammy,Duckworth,IL,D,Member,R,committee_memberships_SSFR.xml,Tammy Duckworth,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Bill,Hagerty,TN,R,Member,R,committee_memberships_SSFR.xml,Bill Hagerty,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Tim,Kaine,VA,D,Member,R,committee_memberships_SSFR.xml,Tim Kaine,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Mike,Lee,UT,R,Member,R,committee_memberships_SSFR.xml,Mike Lee,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,David,McCormick,PA,R,Member,R,committee_memberships_SSFR.xml,David McCormick,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Jeff,Merkley,OR,D,Member,R,committee_memberships_SSFR.xml,Jeff Merkley,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Christopher,Murphy,CT,D,Member,R,committee_memberships_SSFR.xml,Christopher Murphy,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Rand,Paul,KY,R,Member,R,committee_memberships_SSFR.xml,Rand Paul,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Pete,Ricketts,NE,R,Member,R,committee_memberships_SSFR.xml,Pete Ricketts,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,James  E.,Risch,ID,R,Chairman,R,committee_memberships_SSFR.xml,James  E. Risch,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Jacky,Rosen,NV,D,Member,R,committee_memberships_SSFR.xml,Jacky Rosen,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Brian,Schatz,HI,D,Member,R,committee_memberships_SSFR.xml,Brian Schatz,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Rick,Scott,FL,R,Member,R,committee_memberships_SSFR.xml,Rick Scott,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Jeanne,Shaheen,NH,D,Ranking,R,committee_memberships_SSFR.xml,Jeanne Shaheen,Committee on Foreign Relations,Main Committee,Main Committee
SSFR,Committee on Foreign Relations,SSFR00,,MAIN,Chris,Van Hollen,MD,D,Member,R,committee_memberships_SSFR.xml,Chris Van Hollen,Committee on Foreign Relations,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,Richard,Blumenthal,CT,D,Ranking,R,committee_memberships_SSGA.xml,Richard Blumenthal,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,John,Fetterman,PA,D,Member,R,committee_memberships_SSGA.xml,John Fetterman,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,Margaret Wood,Hassan,NH,D,Member,R,committee_memberships_SSGA.xml,Margaret Wood Hassan,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,Josh,Hawley,MO,R,Member,R,committee_memberships_SSGA.xml,Josh Hawley,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,Ron,Johnson,WI,R,Chairman,R,committee_memberships_SSGA.xml,Ron Johnson,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,Andy,Kim,NJ,D,Member,R,committee_memberships_SSGA.xml,Andy Kim,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,James,Lankford,OK,R,Member,R,committee_memberships_SSGA.xml,James Lankford,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,Bernie,Moreno,OH,R,Member,R,committee_memberships_SSGA.xml,Bernie Moreno,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,Rand,Paul,KY,R,Ex Officio,R,committee_memberships_SSGA.xml,Rand Paul,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,Gary C.,Peters,MI,D,Ex Officio,R,committee_memberships_SSGA.xml,Gary C. Peters,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,Permanent Subcommittee on Investigations,SSGA01,Rick,Scott,FL,R,Member,R,committee_memberships_SSGA.xml,Rick Scott,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,Joni,Ernst,IA,R,Member,R,committee_memberships_SSGA.xml,Joni Ernst,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,John,Fetterman,PA,D,Ranking,R,committee_memberships_SSGA.xml,John Fetterman,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,Ruben,Gallego,AZ,D,Member,R,committee_memberships_SSGA.xml,Ruben Gallego,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,Margaret Wood,Hassan,NH,D,Member,R,committee_memberships_SSGA.xml,Margaret Wood Hassan,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,Ron,Johnson,WI,R,Member,R,committee_memberships_SSGA.xml,Ron Johnson,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,James,Lankford,OK,R,Chairman,R,committee_memberships_SSGA.xml,James Lankford,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,Ashley,Moody,FL,R,Member,R,committee_memberships_SSGA.xml,Ashley Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,Bernie,Moreno,OH,R,Member,R,committee_memberships_SSGA.xml,Bernie Moreno,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,Rand,Paul,KY,R,Ex Officio,R,committee_memberships_SSGA.xml,Rand Paul,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,Gary C.,Peters,MI,D,Ex Officio,R,committee_memberships_SSGA.xml,Gary C. Peters,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",SSGA22,Elissa,Slotkin,MI,D,Member,R,committee_memberships_SSGA.xml,Elissa Slotkin,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Disaster Management, District of Columbia, and Census",SSGA20,Richard,Blumenthal,CT,D,Member,R,committee_memberships_SSGA.xml,Richard Blumenthal,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Disaster Management, District of Columbia, and Census",SSGA20,Joni,Ernst,IA,R,Member,R,committee_memberships_SSGA.xml,Joni Ernst,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Disaster Management, District of Columbia, and Census",SSGA20,Josh,Hawley,MO,R,Chairman,R,committee_memberships_SSGA.xml,Josh Hawley,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Disaster Management, District of Columbia, and Census",SSGA20,Andy,Kim,NJ,D,Ranking,R,committee_memberships_SSGA.xml,Andy Kim,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Disaster Management, District of Columbia, and Census",SSGA20,Ashley,Moody,FL,R,Member,R,committee_memberships_SSGA.xml,Ashley Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Disaster Management, District of Columbia, and Census",SSGA20,Rand,Paul,KY,R,Ex Officio,R,committee_memberships_SSGA.xml,Rand Paul,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Disaster Management, District of Columbia, and Census",SSGA20,Gary C.,Peters,MI,D,Ex Officio,R,committee_memberships_SSGA.xml,Gary C. Peters,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Disaster Management, District of Columbia, and Census",SSGA20,Rick,Scott,FL,R,Member,R,committee_memberships_SSGA.xml,Rick Scott,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,"Subcommittee on Disaster Management, District of Columbia, and Census",SSGA20,Elissa,Slotkin,MI,D,Member,R,committee_memberships_SSGA.xml,Elissa Slotkin,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",Subcommittee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Richard,Blumenthal,CT,D,Member,R,committee_memberships_SSGA.xml,Richard Blumenthal,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Joni,Ernst,IA,R,Member,R,committee_memberships_SSGA.xml,Joni Ernst,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,John,Fetterman,PA,D,Member,R,committee_memberships_SSGA.xml,John Fetterman,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Ruben,Gallego,AZ,D,Member,R,committee_memberships_SSGA.xml,Ruben Gallego,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Margaret Wood,Hassan,NH,D,Member,R,committee_memberships_SSGA.xml,Margaret Wood Hassan,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Josh,Hawley,MO,R,Member,R,committee_memberships_SSGA.xml,Josh Hawley,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Ron,Johnson,WI,R,Member,R,committee_memberships_SSGA.xml,Ron Johnson,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Andy,Kim,NJ,D,Member,R,committee_memberships_SSGA.xml,Andy Kim,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,James,Lankford,OK,R,Member,R,committee_memberships_SSGA.xml,James Lankford,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Ashley,Moody,FL,R,Member,R,committee_memberships_SSGA.xml,Ashley Moody,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Bernie,Moreno,OH,R,Member,R,committee_memberships_SSGA.xml,Bernie Moreno,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Rand,Paul,KY,R,Chairman,R,committee_memberships_SSGA.xml,Rand Paul,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
